283,40,23
284,42,23
284,42,24
283,41,23
286,43,25
284,41,24
284,42,23
283,40,23
284,40,22
283,40,23
285,41,23
285,41,24
285,42,23
285,42,23
283,41,24
284,40,22
284,40,23
283,40,23
284,42,24
284,40,23
