11,32,46
13,28,49
9,32,47
12,32,46
12,32,46
12,31,47
10,30,47
11,34,43
11,31,46
11,32,46
11,31,46
10,30,48
13,34,46
11,32,47
11,32,47
11,34,48
10,31,44
10,31,46
14,31,43
11,29,47
