21, 41, 61
22, 41, 61
22, 40, 63
21, 43, 54
21, 40, 62
23, 43, 63
22, 41, 62
21, 42, 62
28, 54, 74
17, 38, 60
22, 43, 62
22, 42, 62
24, 44, 68
19, 41, 64
23, 42, 60
23, 42, 63
22, 41, 60
12, 37, 62
21, 40, 60
23, 43, 60
22, 44, 65
19, 41, 61
22, 44, 65
20, 41, 61
